label,extracted_text,location,url,gender,phone,age
2,"Massage in London SW1 | victoriatantric.co.uk | Tantric I added my business 'Voluptas Tantric Massage' to CityLocal, the premier business directory in Westminster If you'...  http://t.co/QYKzbNYgOY Voluptas Tantric Massage in Victoria is a great place to spend and hour or two. Luxury Apartment for that special London massage. Tantric massage London SW1",,,,"westminster,london,victoria",
2,"Visiting: Treat Yourself to the Luxury of Two Experienced Goddesses Sharing Their Gifts - 37 Visiting: Treat Yourself to the Luxury of Two Experienced Goddesses Sharing Their Gifts - Boston body rubs - backpage.com                                                             Ajna & Maya embody tantric intuition & deep integrity.  With over 20 yrs. of experience, we bring healing, relaxation & bliss to every seeker.  We invite you to experience the power & pleasure of 4 skilled hands & 2 generous hearts for unparalleled sensual touch!  Visiting 6/27 - 7/2.    Read Ajna's ad below, and then call her if you have questions or are ready to schedule this uniquely luxurious experience...   http://seattle.backpage.com/BodyRubs/exceptional-touch-and-tantric-training/790465                Location:          Boston, Historic Downtown Boston, Fanueil Hall           Ajna & Maya embody tantric intuition & deep integrity. With over 20 yrs. of experience, we bring healing, relaxation & bliss to every seeker. We invite you to experience the power & pleasure of 4 skilled hands & 2 generous hearts for unparalleled sensual touch! Visiting 6/27 - 7/2. Read Ajna's ad below, and then call her if you have questions or are ready to schedule this uniquely luxurious experience... http://seattle.backpage.com/BodyRubs/exceptional-touch-and-tantric-training/790465",": Boston, Historic Downtown Boston, Fanueil Hall Boston boston,seattle",http://boston.backpage.com/BodyRubs/visiting-treat-yourself-to-the-luxury-of-two-experienced-goddesses-sharing-their-gifts/34922805,['female'],,"['20', '37']"
2,"100% Real Pictures Open military and veteran 15% off parking in white stalls only 808-206-4393  .  Call or text808-206-4393 $60/1h house fee. HANABI SPAReal pictures SweetOpen military and veteran 15% off - 24       Posted:      Saturday, July 2, 2016 12:49 PM                                                                         100% Real Pictures  Open military and veteran 15% off  parking in white stalls only  808-206-4393   .  Call or text808-206-4393 $60/1h house fee.                           Poster's age: 24              Location:          23 S vineyard Blvd. #201, Honolulu (Oahu)            Post ID: 6048613 hawaii          Other ads by this user:         HANABI SPAReal pictures SweetOpen military and veteran 15% off - Hawaii body rubs - backpage.com",": 23 S vineyard Blvd. #201, Honolulu (Oahu) Hawaii hawaii,honolulu",http://hawaii.backpage.com/BodyRubs/hanabi-spareal-pictures-sweetopen-military-and-veteran-15-off/6048613,['female'],,['24']
2,"      Posted:      Monday, July 11, 2016 8:33 PM                                                                         Swedish  Deep Tissue  Oil MassageBody Slides Nuru    Quite, Clean, and Comfortable   Private Room Available for one  Parking Lot Available   Full body massage   Every staff is friendly and kindly.   Provide a happy day for you.  Real pic or you're free to walk away    OPEN 7 DAYS /11AM - 11PM   Foot Friendly   Role Play  Toys  Golden    631-526-9939                           Poster's age: 21              Location:          Babylon, Hempstead, Islip, Long Island, Sunrise Hwy / Route 27            Post ID: 82768326 longisland          Other ads by this user:         Swedish  Deep Tissue  Oil MassageBody Slides Nuru  Quite, Clean, and Comfortable  Private Room Available for one Parking Lot Available  Full body massage  Every staff is friendly and kindly.  Provide a happy day for you. Real pic or you're free to walk away   OPEN 7 DAYS /11AM - 11PM  Foot Friendly  Role Play  Toys  Golden  631-526-9939  $40 Monday Madness Special !!Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - Long Island body rubs - backpage.com  $40 Monday Madness Special !!Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - 21",": Babylon, Hempstead, Islip, Long Island, Sunrise Hwy / Route 27 Long Island hempstead,sunrise,latina",http://longisland.backpage.com/BodyRubs/40-monday-madness-special-grand-opening-brazilian-and-latina-bombshells-await-call-now-40/82768326,['female'],,['21']
2,"Swedish  Deep Tissue  Oil MassageBody Slides Nuru  Quite, Clean, and Comfortable  Private Room Available for one Parking Lot Available  Full body massage  Every staff is friendly and kindly.  Provide a happy day for you. Real pic or you're free to walk away   OPEN 7 DAYS /11AM - 11PM  Foot Friendly  Role Play  Toys  Golden  631-526-9939       Posted:      Tuesday, June 28, 2016 10:36 PM                                                                         Swedish  Deep Tissue  Oil MassageBody Slides Nuru    Quite, Clean, and Comfortable   Private Room Available for one  Parking Lot Available   Full body massage   Every staff is friendly and kindly.   Provide a happy day for you.  Real pic or you're free to walk away    OPEN 7 DAYS /11AM - 11PM   Foot Friendly   Role Play  Toys  Golden    631-526-9939                           Poster's age: 21              Location:          Babylon, Brookhaven, Glen Cove, Hempstead, Huntington, Islip, Long Island, North Hempstead, Oyster Bay, Smithtown, Sunrise Hwy / Route 27            Post ID: 81995194 longisland          Other ads by this user:          $40 Tasty Tuesday Special !!Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - 21  $40 Tasty Tuesday Special !!Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - Long Island body rubs - backpage.com",": Babylon, Brookhaven, Glen Cove, Hempstead, Huntington, Islip, Long Island, North Hempstead, Oyster Bay, Smithtown, Sunrise Hwy / Route 27 Long Island north,hempstead,cove,bay,smithtown,latina,brookhaven,huntington,sunrise",http://longisland.backpage.com/BodyRubs/40-tasty-tuesday-special-grand-opening-brazilian-and-latina-bombshells-await-call-now-40/81995194,['female'],,['21']
2,"The Professional's Choice - 43       Posted:      Sunday, July 3, 2016 2:50 PM                                                                         Ever wonder what true relaxation and a pleasnt experience is like? Don't wait a second longer! Clear your mind, leave refreshed, focused and relieved of everyday stress/this is the hour of the true gent who wants nothing but the best. Please be over age 40 and very respectful, slight screening required for all.                           Poster's age: 43              Location:          Beautiful North Office, Loveland, Boulder, Denver, Ft Collins            Post ID: 24282181 denver           The Professional's Choice - Denver body rubs - backpage.com Ever wonder what true relaxation and a pleasnt experience is like? Don't wait a second longer! Clear your mind, leave refreshed, focused and relieved of everyday stress/this is the hour of the true gent who wants nothing but the best. Please be over age 40 and very respectful, slight screening required for all.",": Beautiful North Office, Loveland, Boulder, Denver, Ft Collins Denver boulder,gent,north,denver,loveland",http://denver.backpage.com/BodyRubs/the-professionals-choice/24282181,['female'],,"['43', '40']"
2,"10$OFF TODAY Pretty And young Asia girls! - 35 Try our NEW GIRL we will not let you down Deep Tissue Light Touch Hot stone essential oil WE ACCEPT CASH &CREDIT CARD TABLE MASSAGE 30min:$40 60min:$60 90min:$90 120min:$120 FUTON MASSAGE 30min:$60 60min:$70 90min:$110 120min$130 Four Hands---$130 Open 7days a week 10:00-10:00 Monday--Saturday 10:00-9:30 Saturday Call952-934-3671 15762 Venture Lane Eden Prairie MN,55344 10$OFF TODAY Pretty And young Asia girls! - Minneapolis / St. Paul body rubs - backpage.com       Posted:      Friday, July 1, 2016 6:47 PM                                                                         Try our NEW GIRL  we will not let you down    Deep Tissue   Light Touch   Hot stone   essential oil    WE ACCEPT CASH &CREDIT CARD      TABLE MASSAGE    30min:$40   60min:$60  90min:$90  120min:$120   FUTON MASSAGE    30min:$60  60min:$70  90min:$110  120min$130    Four Hands---$130   Open 7days a week  10:00-10:00 Monday--Saturday   10:00-9:30 Saturday    Call952-934-3671   15762 Venture Lane Eden Prairie MN,55344     Poster's age: 35              Location:          15762 venture lane Eden prairie MN 55344, Minneapolis / St. paul            Post ID: 17921365 minneapolis          ",": 15762 venture lane Eden prairie MN 55344, Minneapolis / St. paul Minneapolis / St. Paul minneapolis",http://minneapolis.backpage.com/BodyRubs/10off-today-pretty-and-young-asia-girls/17921365,['female'],,"['30', '35']"
2,"Swedish  Deep Tissue  Oil MassageBody Slides Nuru  Quite, Clean, and Comfortable  Private Room Available for one Parking Lot Available  Full body massage  Every staff is friendly and kindly.  Provide a happy day for you. Real pic or you're free to walk away   OPEN 7 DAYS /11AM - 11PM  Foot Friendly  Role Play  Toys  Golden  631-526-9939       Posted:      Wednesday, June 29, 2016 7:47 PM                                                                         Swedish  Deep Tissue  Oil MassageBody Slides Nuru    Quite, Clean, and Comfortable   Private Room Available for one  Parking Lot Available   Full body massage   Every staff is friendly and kindly.   Provide a happy day for you.  Real pic or you're free to walk away    OPEN 7 DAYS /11AM - 11PM   Foot Friendly   Role Play  Toys  Golden    631-526-9939                           Poster's age: 21              Location:          Babylon, Brookhaven, Glen Cove, Hempstead, Huntington, Islip, Long Island, North Hempstead, Oyster Bay, Smithtown, Sunrise Hwy / Route 27            Post ID: 82055071 longisland          Other ads by this user:          $40 Wacky Wednesday Special !Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - Long Island body rubs - backpage.com  $40 Wacky Wednesday Special !Grand Opening! Brazilian & Latina Bombshells Await!! Call Now $40  - 21",": Babylon, Brookhaven, Glen Cove, Hempstead, Huntington, Islip, Long Island, North Hempstead, Oyster Bay, Smithtown, Sunrise Hwy / Route 27 Long Island north,hempstead,cove,bay,smithtown,latina,brookhaven,huntington,sunrise",http://longisland.backpage.com/BodyRubs/40-wacky-wednesday-special-grand-opening-brazilian-and-latina-bombshells-await-call-now-40/82055071,['female'],,['21']
2,"      Posted:      Saturday, July 9, 2016 12:50 PM                                                                         24HrS  Body to Body Couples  Fetishes Unrushed Sessions  2-GIRL-Sessions Private Parking     Directions;South on Powerline right at Ihop then 1st left into shopping plaza suite 1415 next to Dunkin Donuts behind Checkers!!!                           Poster's age: 21              Location:          1415 South Powerline Road,Pompano, West Palm Beach            Post ID: 32553828 westpalmbeach           24HrS  Body to Body Couples  Fetishes Unrushed Sessions 2-GIRL-Sessions Private Parking Directions;South on Powerline right at Ihop then 1st left into shopping plaza suite 1415 next to Dunkin Donuts behind Checkers!!! #1 Voted BEST BoDyrUbS ""  SPA MAGIC   ""JENNY"" & ""CANDY"" &"" SARAH"" (954)793-7155 - West Palm Beach body rubs - backpage.com #1 Voted BEST BoDyrUbS ""  SPA MAGIC   ""JENNY"" & ""CANDY"" &"" SARAH"" (954)793-7155 - 21",": 1415 South Powerline Road,Pompano, West Palm Beach West Palm Beach ",http://westpalmbeach.backpage.com/BodyRubs/1-voted-best-bodyrubs-spa-magic-jenny-and-candy-and-sarah-954793-7155/32553828,['female'],,['21']
2,"      Posted:      Sunday, July 3, 2016 12:36 PM                                                                         Ever wonder what true relaxation and a pleasnt experience is like? Don't wait a second longer! Clear your mind, leave refreshed, focused and relieved of everyday stress/this is the hour of the true gent who wants nothing but the best. Please be over age 40 and very respectful, slight screening required for all.                           Poster's age: 43              Location:          Beautiful North Office, Loveland, Boulder, Denver, Ft Collins            Post ID: 24282181 fortcollins           The Professional's Choice - 43 Ever wonder what true relaxation and a pleasnt experience is like? Don't wait a second longer! Clear your mind, leave refreshed, focused and relieved of everyday stress/this is the hour of the true gent who wants nothing but the best. Please be over age 40 and very respectful, slight screening required for all. The Professional's Choice - Fort Collins body rubs - backpage.com",": Beautiful North Office, Loveland, Boulder, Denver, Ft Collins Fort Collins boulder,gent,north,denver,loveland",http://fortcollins.backpage.com/BodyRubs/the-professionals-choice/24282181,['female'],,"['43', '40']"
